-6338.62,-250.43,1132.16,21.00,-42.00,13.00
-7039.17,-277.06,1248.10,14.00,-24.00, 4.00
-7462.30,-289.44,1326.46,13.00,-42.00,30.00
-7718.58,-304.46,1371.47,11.00,-29.00,16.00
-7875.95,-320.28,1390.48,13.00,-40.00,-2.00
-7965.57,-323.37,1406.69,29.00,-35.00,-3.00
