 1.00, 1.00, 1.00,12.00,-54.00,-7.00
 1.00, 1.00, 1.00, 8.00,-35.00, 1.00
 1.00, 1.00, 1.00,24.00,-46.00, 0.00
 1.00, 1.00, 1.00,26.00,-31.00, 2.00
-3232.40,-127.20,582.00,21.00,-34.00,10.00
-5171.04,-204.72,919.60,-3.00,-43.00,24.00
