1102.92,-206.92,8296.36,16.00,-25.00,-4.00
1100.69,-206.92,8296.36,27.00,-38.00,-4.00
1100.69,-206.92,8278.82, 6.00,-13.00, 7.00
1123.12,-206.92,8284.09,-13.00,-68.00,-39.00
1123.12,-231.75,8278.82,42.00,-81.00,-70.00
1100.69,-231.75,8277.26,112.00,-162.00,-417.00
1123.12,-308.31,8277.26,46.00,163.00,412.00
1123.12,-308.31,8278.82,-529.00,378.00,515.00
1123.12,-308.31,8284.09,307.00,-435.00,-581.00
1123.12,-309.49,8284.09,102.00, 6.00,25.00
1123.12,-309.49,8318.67,85.00,-58.00,-53.00
