aX,aY,aZ,gX,gY,gZ
1441.66,-5480.15,2837.70,620.00,575.00,-778.00
1433.49,-5359.76,3644.22,476.00,662.00,-755.00
1433.49,-5339.02,4537.33,202.00,279.00,-220.00
1308.09,-5238.26,5327.60,13.00,-63.00,-231.00
1160.45,-5098.61,6100.96,40.00,-71.00,-75.00
1064.67,-5098.61,6577.38,111.00,-193.00,-133.00
1030.57,-5098.61,6665.23,244.00,-109.00,-102.00
1030.57,-5098.61,6860.34,295.00,-44.00,-244.00
1030.57,-5098.61,7099.98,282.00,31.00,-375.00
1030.57,-5277.04,7099.98,140.00,18.00,-456.00
1030.57,-5787.02,7099.98,22.00,-225.00,-154.00
1538.34,-6089.01,7099.98,26.00,-270.00,33.00
1683.03,-6332.21,7099.98,31.00,-74.00,-30.00
1766.62,-6377.32,6701.99,69.00,-10.00,-31.00
1884.21,-6546.39,6485.99,106.00,17.00,-81.00
1895.72,-6672.78,6328.40,122.00, 5.00,-109.00
2187.17,-6690.64,5548.24,199.00,23.00,-133.00
2503.50,-6787.27,5086.14,229.00,77.00,-167.00
2702.90,-6884.36,4764.09,285.00,138.00,-186.00
2840.94,-6884.36,4474.85,279.00,138.00,-164.00
2914.69,-6884.36,4474.85,264.00,177.00,-193.00
2953.76,-6884.36,4474.85,319.00,224.00,-200.00
2965.21,-6884.36,4474.85,345.00,275.00,-106.00
2996.48,-6716.07,4474.85,340.00,242.00,-219.00
2996.48,-6593.24,4498.44,292.00,296.00,-204.00
2996.48,-6562.35,4645.87,285.00,351.00,-282.00
2965.21,-6527.01,4785.52,195.00,326.00,-257.00
2950.70,-6409.80,4922.51,88.00,218.00,-131.00
2950.70,-6220.68,5118.31,37.00,136.00,47.00
2891.62,-5878.01,5391.78,-80.00,39.00,314.00
2650.17,-5492.41,5645.87,-184.00,-14.00,471.00
2427.30,-5135.84,6087.92,-356.00,-91.00,695.00
2176.13,-4869.91,6726.75,-485.00,-124.00,798.00
2176.13,-4556.74,7270.45,-568.00,58.00,773.00
2176.13,-4556.74,7661.47,-582.00,341.00,759.00
2176.13,-4485.42,8042.08,-680.00,562.00,772.00
2163.58,-4419.07,8423.25,-912.00,375.00,754.00
2009.35,-4222.45,8658.08,-1010.00,174.00,954.00
2008.89,-4215.04,8658.08,-1167.00,-77.00,1184.00
2008.89,-4215.04,8658.08,-1191.00,-492.00,1414.00
1528.07,-4419.07,8658.08,-1272.00,-394.00,942.00
1341.04,-4485.42,8658.08,-1218.00,174.00,-153.00
1341.03,-4551.10,8275.65,-1160.00,622.00,-914.00
482.44,-4419.07,7766.19,-1194.00,808.00,-839.00
463.07,-4086.95,7372.11,-1338.00,582.00,20.00
-14.18,-4086.95,6918.87,-1391.00,-349.00,689.00
-160.14,-4086.95,6272.12,-1652.00,-1319.00,1577.00
-14.18,-4551.10,5250.07,-1610.00,-1819.00,1297.00
463.07,-4862.91,3662.44,-1526.00,-1387.00,-927.00
1341.03,-4862.91,1143.07,-1428.00,517.00,-3057.00
1341.03,-4862.91,-1527.36,-848.00,805.00,-2704.00
1928.61,-5526.62,-3325.46,-495.00,-524.00,420.00
2002.33,-8242.37,-3586.48,-59.00,-2445.00,3069.00
2883.88,-10650.22,-3687.62,179.00,-1784.00,2685.00
3635.00,-11427.49,-4006.24,516.00,-159.00,963.00
5188.47,-11486.49,-4006.24,570.00,436.00,-333.00
5289.96,-11486.49,-4006.24,367.00,212.00,-756.00
5188.47,-11486.49,-3621.53,251.00,91.00,-677.00
4006.65,-11486.49,-3621.53,361.00,163.00,-94.00
3635.00,-11427.49,-3621.53,181.00,-43.00,152.00
3635.00,-10616.62,-3468.54,854.00,-390.00,311.00
3635.00,-10180.35,-3411.32,1144.00,220.00,-123.00
3033.59,-10085.01,-2725.59,1301.00,611.00,-518.00
2384.47,-9718.61,-2135.35,1258.00,573.00,-534.00
2364.16,-9635.17,-1212.41,1215.00,546.00,-531.00
2334.78,-9312.30,-346.25,1202.00,687.00,-575.00
2113.29,-9298.58,400.25,1197.00,1138.00,-1002.00
2099.49,-8995.96,848.55,1127.00,1159.00,-1193.00
2061.88,-8399.98,1510.33,1077.00,980.00,-985.00
1969.16,-7918.79,2053.00,1111.00,1393.00,-846.00
1895.93,-7420.87,2682.20,1035.00,1490.00,-546.00
1593.30,-6844.12,3345.72,765.00,888.00,-187.00
843.18,-6263.67,4301.43,410.00,310.00,37.00
635.51,-5617.00,5148.86,240.00,82.00,22.00
357.30,-4876.20,5339.32,194.00,-215.00,-356.00
-161.22,-4580.91,5531.19,260.00,-471.00,-436.00
-227.14,-4580.91,5921.51,343.00,-379.00,-430.00
-227.14,-4580.91,6598.11,320.00,-335.00,-331.00
-227.14,-4580.91,7082.46,311.00,-522.00,-81.00
-227.14,-4580.91,7082.46,269.00,-680.00,39.00
