-8014.94,-324.33,1408.41, 7.00,-32.00,-3.00
-8043.77,-326.02,1411.85, 7.00,-27.00,10.00
-8062.26,-327.21,1415.09,36.00,-32.00,15.00
-8074.96,-329.56,1417.51, 3.00,-59.00,30.00
-8080.97,-330.60,1417.71, 8.00,-35.00, 8.00
-8090.98,-331.73,1417.81,21.00,-34.00,24.00
